股票代码,股票简称,最新价,最新涨跌幅,预告净利润[20240630],业绩预告类型[20240630],上年同期净利润[20240630],预告净利润变动幅度[20240630],业绩预告日期[20240630],业绩变化原因[20240630],业绩预告摘要[20240630],预告净利润上限[20240630],预告净利润下限[20240630],market_code,code
300035.SZ,中科电气,8.48,0.000,,,,,,,,,,33,300035
600882.SH,妙可蓝多,12.81,1.506,,,,,,,,,,17,600882
601101.SH,昊华能源,9.18,-2.960,,,,,,,,,,17,601101
601218.SH,吉鑫科技,2.79,-1.413,,,,,,,,,,17,601218
600885.SH,宏发股份,26.47,-1.525,,,,,,,,,,17,600885
300010.SZ,豆神教育,2.76,-1.075,,,,,,,,,,33,300010
300014.SZ,亿纬锂能,38.20,0.712,,,,,,,,,,33,300014
002801.SZ,微光股份,18.49,-3.447,,,,,,,,,,33,002801
300039.SZ,上海凯宝,5.38,-0.921,,,,,,,,,,33,300039
300043.SZ,星辉娱乐,2.35,-0.844,,,,,,,,,,33,300043
300036.SZ,超图软件,13.55,-2.378,,,,,,,,,,33,300036
600884.SH,杉杉股份,7.92,2.062,,,,,,,,,,17,600884
300001.SZ,特锐德,19.19,-1.942,,,,,,,,,,33,300001
601228.SH,广州港,3.13,0.000,,,,,,,,,,17,601228
600900.SH,长江电力,29.30,-0.611,,,,,,,,,,17,600900
002760.SZ,凤形股份,13.03,0.231,,,,,,,,,,33,002760
601038.SH,一拖股份,15.41,-2.283,,,,,,,,,,17,601038
601166.SH,兴业银行,17.70,-1.228,,,,,,,,,,17,601166
601005.SH,重庆钢铁,1.08,-0.917,,,,,,,,,,17,601005
601231.SH,环旭电子,15.18,-2.191,,,,,,,,,,17,601231
002791.SZ,坚朗五金,26.00,-1.850,,,,,,,,,,33,002791
601288.SH,农业银行,4.49,-0.664,,,,,,,,,,17,601288
300033.SZ,同花顺,98.47,-1.922,,,,,,,,,,33,300033
002848.SZ,高斯贝尔,6.94,-1.421,,,,,,,,,,33,002848
601225.SH,陕西煤业,26.20,-2.239,,,,,,,,,,17,601225
600897.SH,厦门空港,12.86,-0.618,,,,,,,,,,17,600897
601006.SH,大秦铁路,7.24,0.000,,,,,,,,,,17,601006
300013.SZ,*ST新宁,1.76,2.924,,,,,,,,,,33,300013
601169.SH,北京银行,5.94,-0.336,,,,,,,,,,17,601169
600959.SH,江苏有线,2.71,0.370,,,,,,,,,,17,600959
002820.SZ,桂发祥,7.63,0.527,,,,,,,,,,33,002820
002812.SZ,恩捷股份,31.61,0.862,,,,,,,,,,33,002812
601106.SH,中国一重,2.35,-0.424,,,,,,,,,,17,601106
002860.SZ,星帅尔,8.16,-0.730,,,,,,,,,,33,002860
002838.SZ,道恩股份,9.17,-0.326,,,,,,,,,,33,002838
601028.SH,玉龙股份,12.91,0.233,,,,,,,,,,17,601028
600909.SH,华安证券,4.21,0.000,,,,,,,,,,17,600909
600895.SH,张江高科,18.50,0.653,,,,,,,,,,17,600895
600936.SH,广西广电,2.13,-0.467,,,,,,,,,,17,600936
600939.SH,重庆建工,2.33,-0.851,,,,,,,,,,17,600939
002859.SZ,洁美科技,18.42,-1.603,,,,,,,,,,33,002859
300017.SZ,网宿科技,7.73,-3.375,,,,,,,,,,33,300017
300030.SZ,阳普医疗,3.84,0.261,,,,,,,,,,33,300030
002818.SZ,富森美,12.04,0.501,,,,,,,,,,33,002818
600963.SH,岳阳林纸,3.80,0.000,,,,,,,,,,17,600963
601100.SH,恒立液压,44.79,-1.496,,,,,,,,,,17,601100
600961.SH,株冶集团,9.33,-1.996,,,,,,,,,,17,600961
002853.SZ,皮阿诺,8.04,3.209,,,,,,,,,,33,002853
300031.SZ,宝通科技,14.48,-1.228,,,,,,,,,,33,300031
600969.SH,郴电国际,5.54,-1.248,,,,,,,,,,17,600969
002856.SZ,美芝股份,9.27,-1.173,,,,,,,,,,33,002856
002852.SZ,道道全,7.54,0.266,,,,,,,,,,33,002852
300020.SZ,*ST银江,1.89,6.180,,,,,,,,,,33,300020
002866.SZ,传艺科技,12.45,-1.033,,,,,,,,,,33,002866
600926.SH,杭州银行,13.49,-0.809,,,,,,,,,,17,600926
002873.SZ,新天药业,8.47,-1.167,,,,,,,,,,33,002873
300025.SZ,华星创业,10.27,-8.711,,,,,,,,,,33,300025
300021.SZ,大禹节水,3.43,-2.557,,,,,,,,,,33,300021
600975.SH,新五丰,7.23,-2.033,,,,,,,,,,17,600975
601012.SH,隆基绿能,13.85,0.217,,,,,,,,,,17,601012
300037.SZ,新宙邦,28.09,0.036,,,,,,,,,,33,300037
601002.SH,晋亿实业,2.95,-0.673,,,,,,,,,,17,601002
601088.SH,中国神华,45.25,-1.201,,,,,,,,,,17,601088
601118.SH,海南橡胶,4.65,-0.641,,,,,,,,,,17,601118
601021.SH,春秋航空,55.05,-0.829,,,,,,,,,,17,601021
601009.SH,南京银行,10.18,-0.876,,,,,,,,,,17,601009
601016.SH,节能风电,3.02,-0.984,,,,,,,,,,17,601016
300044.SZ,赛为智能,4.16,-3.704,,,,,,,,,,33,300044
601098.SH,中南传媒,12.70,-0.626,,,,,,,,,,17,601098
601116.SH,三江购物,8.16,3.422,,,,,,,,,,17,601116
300019.SZ,硅宝科技,13.23,0.076,,,,,,,,,,33,300019
601200.SH,上海环境,8.65,-0.346,,,,,,,,,,17,601200
601127.SH,赛力斯,88.45,-1.700,,,,,,,,,,17,601127
601099.SH,太平洋,3.08,0.326,,,,,,,,,,17,601099
002872.SZ,ST天圣,3.44,0.880,,,,,,,,,,33,002872
600997.SH,开滦股份,6.91,-1.145,,,,,,,,,,17,600997
601128.SH,常熟银行,7.87,-0.631,,,,,,,,,,17,601128
300029.SZ,ST天龙,3.66,2.521,,,,,,,,,,33,300029
002878.SZ,元隆雅图,12.44,-1.660,,,,,,,,,,33,002878
300040.SZ,九洲集团,5.84,-5.349,,,,,,,,,,33,300040
300032.SZ,金龙机电,3.12,0.645,,,,,,,,,,33,300032
601211.SH,国泰君安,13.68,0.073,,,,,,,,,,17,601211
601212.SH,白银有色,2.82,0.356,,,,,,,,,,17,601212
601179.SH,中国西电,7.59,-3.189,,,,,,,,,,17,601179
300047.SZ,天源迪科,6.58,-3.942,,,,,,,,,,33,300047
601188.SH,龙江交通,3.04,-0.654,,,,,,,,,,17,601188
300041.SZ,回天新材,7.84,-1.010,,,,,,,,,,33,300041
601311.SH,骆驼股份,7.86,-1.380,,,,,,,,,,17,601311
601238.SH,广汽集团,7.76,-0.257,,,,,,,,,,17,601238
300063.SZ,天龙集团,3.84,-1.031,,,,,,,,,,33,300063
300042.SZ,朗科科技,19.45,-2.212,,,,,,,,,,33,300042
601318.SH,中国平安,42.27,0.237,,,,,,,,,,17,601318
300048.SZ,合康新能,4.50,-1.316,,,,,,,,,,33,300048
601398.SH,工商银行,5.89,-1.340,,,,,,,,,,17,601398
601333.SH,广深铁路,3.40,0.295,,,,,,,,,,17,601333
300049.SZ,福瑞股份,53.60,-0.741,,,,,,,,,,33,300049
300050.SZ,世纪鼎利,2.75,-1.434,,,,,,,,,,33,300050
601519.SH,大智慧,5.67,0.000,,,,,,,,,,17,601519
601366.SH,利群股份,5.06,4.330,,,,,,,,,,17,601366
601633.SH,长城汽车,24.38,-1.375,,,,,,,,,,17,601633
300051.SZ,琏升科技,7.60,-1.427,,,,,,,,,,33,300051
300056.SZ,中创环保,8.85,1.841,,,,,,,,,,33,300056
601567.SH,三星医疗,31.00,-5.228,,,,,,,,,,17,601567
601369.SH,陕鼓动力,7.85,-2.363,,,,,,,,,,17,601369
300052.SZ,中青宝,11.86,-1.821,,,,,,,,,,33,300052
601515.SH,东峰集团,3.73,0.269,,,,,,,,,,17,601515
300068.SZ,南都电源,8.36,0.240,,,,,,,,,,33,300068
601600.SH,中国铝业,7.67,-1.667,,,,,,,,,,17,601600
601588.SH,北辰实业,1.45,2.113,,,,,,,,,,17,601588
601390.SH,中国中铁,6.53,-0.305,,,,,,,,,,17,601390
300065.SZ,海兰信,6.43,-2.131,,,,,,,,,,33,300065
300058.SZ,蓝色光标,5.44,-1.091,,,,,,,,,,33,300058
601668.SH,中国建筑,5.46,0.368,,,,,,,,,,17,601668
300076.SZ,GQY视讯,3.30,0.917,,,,,,,,,,33,300076
300067.SZ,安诺其,3.96,-3.415,,,,,,,,,,33,300067
601339.SH,百隆东方,5.32,1.141,,,,,,,,,,17,601339
601616.SH,广电电气,2.89,-4.934,,,,,,,,,,17,601616
601677.SH,明泰铝业,11.65,-0.427,,,,,,,,,,17,601677
601599.SH,浙文影业,2.94,0.000,,,,,,,,,,17,601599
300077.SZ,国民技术,8.68,0.463,,,,,,,,,,33,300077
601518.SH,吉林高速,2.51,0.000,,,,,,,,,,17,601518
601718.SH,际华集团,2.52,0.000,,,,,,,,,,17,601718
601618.SH,中国中冶,3.14,0.000,,,,,,,,,,17,601618
601727.SH,上海电气,3.72,-0.268,,,,,,,,,,17,601727
601636.SH,旗滨集团,6.65,1.218,,,,,,,,,,17,601636
300131.SZ,英唐智控,4.41,-0.226,,,,,,,,,,33,300131
601628.SH,中国人寿,30.91,0.032,,,,,,,,,,17,601628
601717.SH,郑煤机,14.27,-0.765,,,,,,,,,,17,601717
300082.SZ,奥克股份,4.39,0.228,,,,,,,,,,33,300082
601991.SH,大唐发电,3.12,-0.952,,,,,,,,,,17,601991
300061.SZ,旗天科技,4.05,-10.989,,,,,,,,,,33,300061
300115.SZ,长盈精密,11.58,-0.258,,,,,,,,,,33,300115
601766.SH,中国中车,7.74,0.913,,,,,,,,,,17,601766
601375.SH,中原证券,3.43,0.292,,,,,,,,,,17,601375
601666.SH,平煤股份,11.24,-2.091,,,,,,,,,,17,601666
300093.SZ,金刚光伏,14.16,-0.701,,,,,,,,,,33,300093
300078.SZ,思创医惠,2.33,-0.427,,,,,,,,,,33,300078
300095.SZ,华伍股份,5.38,-2.359,,,,,,,,,,33,300095
300087.SZ,荃银高科,6.49,1.406,,,,,,,,,,33,300087
300126.SZ,锐奇股份,4.57,-0.868,,,,,,,,,,33,300126
300099.SZ,尤洛卡,4.43,-2.208,,,,,,,,,,33,300099
601555.SH,东吴证券,5.95,0.507,,,,,,,,,,17,601555
300129.SZ,泰胜风能,6.81,-1.590,,,,,,,,,,33,300129
300070.SZ,碧水源,4.26,-0.467,,,,,,,,,,33,300070
300094.SZ,国联水产,2.75,2.612,,,,,,,,,,33,300094
300098.SZ,高新兴,4.49,2.046,,,,,,,,,,33,300098
601969.SH,海南矿业,6.21,0.000,,,,,,,,,,17,601969
603029.SH,天鹅股份,14.27,-2.527,,,,,,,,,,17,603029
300108.SZ,*ST吉药,1.10,15.790,,,,,,,,,,33,300108
601799.SH,星宇股份,112.85,-3.531,,,,,,,,,,17,601799
601688.SH,华泰证券,12.39,0.000,,,,,,,,,,17,601688
300101.SZ,振芯科技,14.58,-1.086,,,,,,,,,,33,300101
300161.SZ,华中数控,21.76,-0.775,,,,,,,,,,33,300161
300184.SZ,力源信息,4.63,-1.279,,,,,,,,,,33,300184
601611.SH,中国核建,8.14,-2.980,,,,,,,,,,17,601611
300133.SZ,华策影视,5.99,-1.642,,,,,,,,,,33,300133
601777.SH,力帆科技,3.55,-3.794,,,,,,,,,,17,601777
300103.SZ,达刚控股,4.80,-12.727,,,,,,,,,,33,300103
601997.SH,贵阳银行,5.43,-0.367,,,,,,,,,,17,601997
603041.SH,美思德,9.95,-0.896,,,,,,,,,,17,603041
601669.SH,中国电建,5.69,0.176,,,,,,,,,,17,601669
300140.SZ,节能环境,6.04,-1.629,,,,,,,,,,33,300140
601801.SH,皖新传媒,6.82,1.187,,,,,,,,,,17,601801
601901.SH,方正证券,7.79,-0.256,,,,,,,,,,17,601901
300175.SZ,朗源股份,6.75,-2.032,,,,,,,,,,33,300175
601898.SH,中煤能源,12.71,-1.243,,,,,,,,,,17,601898
300091.SZ,金通灵,1.36,5.426,,,,,,,,,,33,300091
300079.SZ,数码视讯,4.10,-0.966,,,,,,,,,,33,300079
601882.SH,海天精工,21.38,-4.254,,,,,,,,,,17,601882
603005.SH,晶方科技,19.99,1.575,,,,,,,,,,17,603005
601689.SH,拓普集团,55.09,1.455,,,,,,,,,,17,601689
601989.SH,中国重工,4.87,-0.612,,,,,,,,,,17,601989
601808.SH,中海油服,16.63,-2.234,,,,,,,,,,17,601808
300119.SZ,瑞普生物,13.53,-1.313,,,,,,,,,,33,300119
300096.SZ,ST易联众,2.25,3.211,,,,,,,,,,33,300096
601678.SH,滨化股份,3.55,0.852,,,,,,,,,,17,601678
601965.SH,中国汽研,16.29,-0.428,,,,,,,,,,17,601965
601888.SH,中国中免,67.98,9.982,,,,,,,,,,17,601888
603010.SH,万盛股份,9.00,-0.662,,,,,,,,,,17,603010
300138.SZ,晨光生物,8.68,1.878,,,,,,,,,,33,300138
300113.SZ,顺网科技,10.30,-0.962,,,,,,,,,,33,300113
601928.SH,凤凰传媒,11.22,-0.178,,,,,,,,,,17,601928
601992.SH,金隅集团,1.43,0.704,,,,,,,,,,17,601992
601800.SH,中国交建,9.01,0.111,,,,,,,,,,17,601800
603016.SH,新宏泰,15.38,-2.163,,,,,,,,,,17,603016
601966.SH,玲珑轮胎,17.74,-1.005,,,,,,,,,,17,601966
300127.SZ,银河磁体,14.82,-3.011,,,,,,,,,,33,300127
300097.SZ,智云股份,5.40,-1.280,,,,,,,,,,33,300097
300139.SZ,晓程科技,12.02,-0.332,,,,,,,,,,33,300139
603017.SH,中衡设计,8.69,-2.360,,,,,,,,,,17,603017
603020.SH,爱普股份,6.89,0.000,,,,,,,,,,17,603020
601872.SH,招商轮船,8.39,-2.100,,,,,,,,,,17,601872
601857.SH,中国石油,10.57,-0.844,,,,,,,,,,17,601857
601968.SH,宝钢包装,4.65,-0.853,,,,,,,,,,17,601968
603036.SH,如通股份,10.29,-0.963,,,,,,,,,,17,603036
601939.SH,建设银行,7.61,-1.169,,,,,,,,,,17,601939
300110.SZ,华仁药业,3.15,-0.317,,,,,,,,,,33,300110
601908.SH,京运通,2.59,0.778,,,,,,,,,,17,601908
603030.SH,ST全筑,1.94,4.865,,,,,,,,,,22,603030
603098.SH,森特股份,7.75,-0.514,,,,,,,,,,17,603098
300114.SZ,中航电测,45.24,4.048,,,,,,,,,,33,300114
603008.SH,喜临门,17.45,-2.623,,,,,,,,,,17,603008
300171.SZ,东富龙,12.11,0.917,,,,,,,,,,33,300171
300164.SZ,通源石油,3.56,-0.280,,,,,,,,,,33,300164
300106.SZ,西部牧业,6.33,2.760,,,,,,,,,,33,300106
601958.SH,金钼股份,10.68,1.328,,,,,,,,,,17,601958
603126.SH,中材节能,5.52,-0.719,,,,,,,,,,17,603126
603018.SH,华设集团,8.85,-0.673,,,,,,,,,,17,603018
601858.SH,中国科传,19.20,-1.235,,,,,,,,,,17,601858
603027.SH,千禾味业,13.35,-0.373,,,,,,,,,,17,603027
300177.SZ,中海达,6.37,2.083,,,,,,,,,,33,300177
300136.SZ,信维通信,18.87,-1.308,,,,,,,,,,33,300136
300149.SZ,睿智医药,4.08,0.000,,,,,,,,,,33,300149
300151.SZ,昌红科技,15.50,-0.386,,,,,,,,,,33,300151
300187.SZ,永清环保,4.36,0.461,,,,,,,,,,33,300187
603032.SH,德新科技,11.36,-0.263,,,,,,,,,,17,603032
300153.SZ,科泰电源,5.82,-2.349,,,,,,,,,,33,300153
300146.SZ,汤臣倍健,13.67,-0.726,,,,,,,,,,33,300146
300163.SZ,ST先锋,1.39,6.107,,,,,,,,,,33,300163
300166.SZ,东方国信,6.19,-2.366,,,,,,,,,,33,300166
300144.SZ,宋城演艺,8.09,-0.492,,,,,,,,,,33,300144
603033.SH,三维股份,11.81,-0.673,,,,,,,,,,17,603033
300150.SZ,世纪瑞尔,2.67,0.755,,,,,,,,,,33,300150
603058.SH,永吉股份,7.91,-0.877,,,,,,,,,,17,603058
603099.SH,长白山,23.28,1.482,,,,,,,,,,17,603099
300180.SZ,华峰超纤,3.55,-2.740,,,,,,,,,,33,300180
603039.SH,泛微网络,31.66,-2.103,,,,,,,,,,17,603039
300183.SZ,东软载波,11.36,-1.389,,,,,,,,,,33,300183
300174.SZ,元力股份,13.19,-3.441,,,,,,,,,,33,300174
603088.SH,宁波精达,7.64,-0.908,,,,,,,,,,17,603088
603101.SH,汇嘉时代,5.09,1.597,,,,,,,,,,17,603101
603050.SH,科林电气,22.69,2.069,,,,,,,,,,17,603050
603042.SH,华脉科技,9.99,-2.916,,,,,,,,,,17,603042
603116.SH,红蜻蜓,4.42,0.913,,,,,,,,,,17,603116
603066.SH,音飞储存,9.03,-1.312,,,,,,,,,,17,603066
300185.SZ,通裕重工,1.77,0.000,,,,,,,,,,33,300185
603077.SH,和邦生物,1.68,-1.177,,,,,,,,,,17,603077
603113.SH,金能科技,5.65,0.177,,,,,,,,,,17,603113
300189.SZ,神农科技,2.15,-3.587,,,,,,,,,,33,300189
603138.SH,海量数据,10.61,-2.482,,,,,,,,,,17,603138
300191.SZ,潜能恒信,13.92,-0.072,,,,,,,,,,33,300191
300190.SZ,维尔利,2.92,0.344,,,,,,,,,,33,300190
603128.SH,华贸物流,5.78,-0.516,,,,,,,,,,17,603128
603189.SH,网达软件,10.84,-3.128,,,,,,,,,,17,603189
300192.SZ,科德教育,9.60,-3.615,,,,,,,,,,33,300192
603180.SH,金牌家居,19.81,-0.151,,,,,,,,,,17,603180
300206.SZ,理邦仪器,8.42,-1.174,,,,,,,,,,33,300206
603159.SH,上海亚虹,10.13,-3.340,,,,,,,,,,17,603159
603299.SH,苏盐井神,9.94,0.000,,,,,,,,,,17,603299
603320.SH,迪贝电气,13.24,-3.709,,,,,,,,,,17,603320
603165.SH,荣晟环保,11.05,-0.808,,,,,,,,,,17,603165
300205.SZ,ST天喻,7.18,2.571,,,,,,,,,,33,300205
603177.SH,德创环保,7.36,-1.341,,,,,,,,,,17,603177
300195.SZ,长荣股份,4.26,1.671,,,,,,,,,,33,300195
300201.SZ,海伦哲,3.58,-1.918,,,,,,,,,,33,300201
603200.SH,上海洗霸,20.98,-1.410,,,,,,,,,,17,603200
603166.SH,福达股份,4.85,-1.423,,,,,,,,,,17,603166
300230.SZ,永利股份,3.37,-1.462,,,,,,,,,,33,300230
603223.SH,恒通股份,6.66,0.756,,,,,,,,,,17,603223
603227.SH,雪峰科技,6.82,10.000,,,,,,,,,,17,603227
300240.SZ,飞力达,5.58,3.718,,,,,,,,,,33,300240
300194.SZ,福安药业,3.79,-0.785,,,,,,,,,,33,300194
603208.SH,江山欧派,19.33,-1.176,,,,,,,,,,17,603208
300196.SZ,长海股份,9.91,-0.701,,,,,,,,,,33,300196
300236.SZ,上海新阳,31.67,0.604,,,,,,,,,,33,300236
300212.SZ,易华录,17.17,-2.664,,,,,,,,,,33,300212
603238.SH,诺邦股份,10.07,-0.886,,,,,,,,,,17,603238
300239.SZ,东宝生物,4.74,-1.660,,,,,,,,,,33,300239
300244.SZ,迪安诊断,12.04,1.518,,,,,,,,,,33,300244
300208.SZ,*ST中程,1.52,13.433,,,,,,,,,,33,300208
300223.SZ,北京君正,54.60,0.812,,,,,,,,,,33,300223
300197.SZ,节能铁汉,1.54,-6.098,,,,,,,,,,33,300197
603416.SH,信捷电气,27.68,-1.284,,,,,,,,,,17,603416
603196.SH,日播时尚,7.09,-0.561,,,,,,,,,,17,603196
300243.SZ,瑞丰高材,9.03,-2.167,,,,,,,,,,33,300243
300218.SZ,安利股份,13.88,-4.077,,,,,,,,,,33,300218
603258.SH,电魂网络,16.23,-1.457,,,,,,,,,,17,603258
300258.SZ,精锻科技,7.99,-1.114,,,,,,,,,,33,300258
603585.SH,苏利股份,9.98,0.100,,,,,,,,,,17,603585
603338.SH,浙江鼎力,55.71,-3.096,,,,,,,,,,17,603338
300198.SZ,纳川股份,1.30,8.333,,,,,,,,,,33,300198
603505.SH,金石资源,27.19,-1.271,,,,,,,,,,17,603505
300266.SZ,兴源环境,1.43,12.598,,,,,,,,,,33,300266
603429.SH,集友股份,4.21,-0.237,,,,,,,,,,17,603429
603609.SH,禾丰股份,6.77,0.894,,,,,,,,,,17,603609
300214.SZ,日科化学,5.35,-2.550,,,,,,,,,,33,300214
603266.SH,天龙股份,16.33,-2.798,,,,,,,,,,17,603266
603598.SH,引力传媒,12.48,-2.194,,,,,,,,,,17,603598
300229.SZ,拓尔思,13.32,-2.703,,,,,,,,,,33,300229
603188.SH,亚邦股份,2.35,-0.424,,,,,,,,,,17,603188
300219.SZ,鸿利智汇,5.48,-0.904,,,,,,,,,,33,300219
300225.SZ,金力泰,4.95,-1.000,,,,,,,,,,33,300225
603269.SH,海鸥股份,9.20,-3.766,,,,,,,,,,17,603269
603288.SH,海天味业,34.15,0.000,,,,,,,,,,17,603288
603708.SH,家家悦,8.39,1.697,,,,,,,,,,17,603708
603306.SH,华懋科技,17.91,-0.555,,,,,,,,,,17,603306
300255.SZ,常山药业,9.53,-3.347,,,,,,,,,,33,300255
603197.SH,保隆科技,30.78,0.098,,,,,,,,,,17,603197
300263.SZ,隆华科技,5.52,-0.898,,,,,,,,,,33,300263
603308.SH,应流股份,12.00,-1.881,,,,,,,,,,17,603308
300277.SZ,海联讯,6.66,-2.203,,,,,,,,,,33,300277
603696.SH,安记食品,7.05,1.732,,,,,,,,,,17,603696
300231.SZ,银信科技,7.34,-2.653,,,,,,,,,,33,300231
300232.SZ,洲明科技,5.20,-0.574,,,,,,,,,,33,300232
300288.SZ,朗玛信息,10.67,-2.110,,,,,,,,,,33,300288
603318.SH,水发燃气,5.82,0.867,,,,,,,,,,17,603318
603517.SH,绝味食品,15.46,0.717,,,,,,,,,,17,603517
603577.SH,汇金通,6.89,-3.094,,,,,,,,,,17,603577
603323.SH,苏农银行,4.91,-0.607,,,,,,,,,,17,603323
300285.SZ,国瓷材料,17.19,-1.659,,,,,,,,,,33,300285
300265.SZ,通光线缆,6.58,-3.942,,,,,,,,,,33,300265
300317.SZ,珈伟新能,3.85,-1.786,,,,,,,,,,33,300317
300290.SZ,荣科科技,8.95,-3.452,,,,,,,,,,33,300290
603319.SH,湘油泵,16.55,-5.429,,,,,,,,,,17,603319
300235.SZ,方直科技,8.03,-2.549,,,,,,,,,,33,300235
300272.SZ,开能健康,4.85,-2.020,,,,,,,,,,33,300272
603558.SH,健盛集团,9.72,-2.605,,,,,,,,,,17,603558
300253.SZ,卫宁健康,5.82,-1.356,,,,,,,,,,33,300253
300237.SZ,美晨生态,1.20,3.448,,,,,,,,,,33,300237
603336.SH,宏辉果蔬,3.14,0.000,,,,,,,,,,17,603336
603811.SH,诚意药业,6.33,-1.094,,,,,,,,,,17,603811
603222.SH,济民医疗,5.69,-0.525,,,,,,,,,,17,603222
603377.SH,ST东时,1.06,4.951,,,,,,,,,,22,603377
603797.SH,联泰环保,3.29,1.231,,,,,,,,,,17,603797
603677.SH,奇精机械,11.39,-2.733,,,,,,,,,,17,603677
300260.SZ,新莱应材,20.25,2.118,,,,,,,,,,33,300260
603398.SH,沐邦高科,15.45,-0.643,,,,,,,,,,17,603398
603899.SH,晨光股份,31.00,0.519,,,,,,,,,,17,603899
300302.SZ,同有科技,9.17,-2.239,,,,,,,,,,33,300302
603606.SH,东方电缆,45.63,0.000,,,,,,,,,,17,603606
603385.SH,惠达卫浴,5.66,0.177,,,,,,,,,,17,603385
300269.SZ,联建光电,2.59,0.000,,,,,,,,,,33,300269
300304.SZ,云意电气,6.25,-0.160,,,,,,,,,,33,300304
603566.SH,普莱柯,13.41,-1.470,,,,,,,,,,17,603566
603788.SH,宁波高发,11.94,-2.291,,,,,,,,,,17,603788
603766.SH,隆鑫通用,6.61,-1.490,,,,,,,,,,17,603766
603389.SH,亚振家居,4.80,-5.325,,,,,,,,,,17,603389
603316.SH,诚邦股份,3.82,1.596,,,,,,,,,,17,603316
603355.SH,莱克电气,20.52,-1.771,,,,,,,,,,17,603355
300247.SZ,融捷健康,2.47,0.000,,,,,,,,,,33,300247
603919.SH,金徽酒,18.90,-0.943,,,,,,,,,,17,603919
300267.SZ,尔康制药,2.19,0.459,,,,,,,,,,33,300267
603639.SH,海利尔,12.52,0.240,,,,,,,,,,17,603639
300233.SZ,金城医药,14.80,-1.268,,,,,,,,,,33,300233
300242.SZ,佳云科技,1.86,3.333,,,,,,,,,,33,300242
603568.SH,伟明环保,20.07,-0.987,,,,,,,,,,17,603568
603366.SH,日出东方,3.61,-0.824,,,,,,,,,,17,603366
300316.SZ,晶盛机电,27.93,1.453,,,,,,,,,,33,300316
300270.SZ,中威电子,6.26,-1.881,,,,,,,,,,33,300270
300281.SZ,金明精机,4.35,-2.466,,,,,,,,,,33,300281
300341.SZ,麦克奥迪,8.46,-2.535,,,,,,,,,,33,300341
300327.SZ,中颖电子,19.39,-0.103,,,,,,,,,,33,300327
603789.SH,星光农机,6.96,-3.064,,,,,,,,,,17,603789
603877.SH,太平鸟,13.75,-0.290,,,,,,,,,,17,603877
300329.SZ,海伦钢琴,4.14,-7.383,,,,,,,,,,33,300329
603559.SH,*ST通脉,3.97,5.027,,,,,,,,,,22,603559
603520.SH,司太立,9.29,-2.211,,,,,,,,,,17,603520
603399.SH,吉翔股份,6.43,2.226,,,,,,,,,,17,603399
300280.SZ,紫天科技,14.50,-3.910,,,,,,,,,,33,300280
300271.SZ,华宇软件,5.08,-0.197,,,,,,,,,,33,300271
300291.SZ,百纳千成,4.27,-1.157,,,,,,,,,,33,300291
603799.SH,华友钴业,22.27,1.458,,,,,,,,,,17,603799
603716.SH,塞力医疗,5.79,-1.363,,,,,,,,,,17,603716
603538.SH,美诺华,11.40,-1.639,,,,,,,,,,17,603538
603806.SH,福斯特,13.51,-2.596,,,,,,,,,,17,603806
300251.SZ,光线传媒,7.94,-0.126,,,,,,,,,,33,300251
603368.SH,柳药集团,17.64,-0.787,,,,,,,,,,17,603368
300334.SZ,津膜科技,4.82,0.208,,,,,,,,,,33,300334
300320.SZ,海达股份,7.61,-2.185,,,,,,,,,,33,300320
300279.SZ,和晶科技,4.18,0.240,,,,,,,,,,33,300279
300248.SZ,新开普,6.57,-2.954,,,,,,,,,,33,300248
603779.SH,威龙股份,8.37,-0.119,,,,,,,,,,17,603779
300340.SZ,科恒股份,7.04,0.285,,,,,,,,,,33,300340
603663.SH,三祥新材,14.05,-3.103,,,,,,,,,,17,603663
603859.SH,能科科技,19.97,-3.152,,,,,,,,,,17,603859
603456.SH,九洲药业,13.50,-0.662,,,,,,,,,,17,603456
603600.SH,永艺股份,10.44,-0.761,,,,,,,,,,17,603600
300262.SZ,*ST巴安,,,,,,,,,,,,33,300262
300292.SZ,吴通控股,3.47,-2.528,,,,,,,,,,33,300292
603626.SH,科森科技,5.33,-3.267,,,,,,,,,,17,603626
603901.SH,永创智能,6.82,-0.438,,,,,,,,,,17,603901
603658.SH,安图生物,44.50,-1.831,,,,,,,,,,17,603658
603637.SH,镇海股份,6.17,-0.804,,,,,,,,,,17,603637
603656.SH,泰禾智能,10.43,-2.158,,,,,,,,,,17,603656
603822.SH,嘉澳环保,19.00,-1.247,,,,,,,,,,17,603822
300319.SZ,麦捷科技,8.77,-2.447,,,,,,,,,,33,300319
603866.SH,桃李面包,5.22,2.353,,,,,,,,,,17,603866
603699.SH,纽威股份,16.61,-3.149,,,,,,,,,,17,603699
300301.SZ,*ST长方,1.34,3.876,,,,,,,,,,33,300301
300324.SZ,旋极信息,2.36,1.288,,,,,,,,,,33,300324
603898.SH,好莱客,7.58,-0.263,,,,,,,,,,17,603898
300283.SZ,温州宏丰,5.80,3.020,,,,,,,,,,33,300283
603826.SH,坤彩科技,30.13,10.004,,,,,,,,,,17,603826
603703.SH,盛洋科技,9.69,-1.022,,,,,,,,,,17,603703
300343.SZ,联创股份,4.87,-0.409,,,,,,,,,,33,300343
